ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto,trans_depth,method,host,uri,referrer,version,user_agent,origin,request_body_len,response_body_len,status_code,status_msg,info_code,info_msg,tags,username,password,proxied,orig_fuids,orig_filenames,orig_mime_types,resp_fuids,resp_filenames,resp_mime_types,label,binary_label
2026-05-16 14:28:47.416157961,CwmGOA4xqoUmGLUOyi,172.30.0.10,48934,172.30.0.40,80,tcp,http,0 days 00:00:00.005285,326.0,0.0,RSTR,T,T,0.0,ShAfDr,4.0,542.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.416385889,CqRx9Q2rtLKlJfx6P8,172.30.0.10,48942,172.30.0.40,80,tcp,http,0 days 00:00:00.002931,356.0,0.0,RSTR,T,T,0.0,ShAfDr,4.0,572.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.417833090,CZpLuE1KtWMiUq2LE3,172.30.0.10,48896,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 Chrome/124.0 Mobile Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.418881893,CUM7bd3FdMwfv2LJZj,172.30.0.10,48908,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 Chrome/124.0 Mobile Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.419308901,CqRx9Q2rtLKlJfx6P8,172.30.0.10,48942,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Version/17.0 Mobile Safari/604.1,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.419924974,CaUBhE2MmzKE09zfwc,172.30.0.10,48918,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 Chrome/124.0 Mobile Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.420536041,CH4jPY1ThPlZGcgiBl,172.30.0.10,48912,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/124.0 Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.421435118,CwmGOA4xqoUmGLUOyi,172.30.0.10,48934,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/124.0 Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.422415972,CmIVl12AfgyslApysk,172.30.0.10,48950,172.30.0.40,80,tcp,http,0 days 00:00:00.003656,346.0,0.0,RSTR,T,T,0.0,ShAfDr,4.0,562.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.422658920,Cb4jAZUT1ppVTfxBa,172.30.0.10,48954,172.30.0.40,80,tcp,http,0 days 00:00:00.003274,340.0,0.0,RSTR,T,T,0.0,ShAfDr,4.0,556.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.422791958,ClUlgY2WMhK3y9Nt6k,172.30.0.10,48962,172.30.0.40,80,tcp,http,0 days 00:00:00.002684,341.0,0.0,RSTR,T,T,0.0,ShAfDr,4.0,557.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.422899961,Cfr5Yv44LecleALhs1,172.30.0.10,48972,172.30.0.40,80,tcp,http,0 days 00:00:00.002709,325.0,0.0,RSTR,T,T,0.0,ShAfDr,4.0,541.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.423082113,CMYkus3recxoAQTdRb,172.30.0.10,48974,172.30.0.40,80,tcp,http,0 days 00:00:00.002248,346.0,0.0,RSTR,T,T,0.0,ShAfDr,4.0,562.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.423235893,Czf5vI1dyVhIDVfYWd,172.30.0.10,48980,172.30.0.40,80,tcp,http,0 days 00:00:00.002548,345.0,0.0,RSTR,T,T,0.0,ShAfDr,4.0,561.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.423403978,CgydQ63fZvw58voMK,172.30.0.10,48982,172.30.0.40,80,tcp,http,0 days 00:00:00.001763,325.0,0.0,RSTR,T,T,0.0,ShAfDr,4.0,541.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.423657894,CKNLwf12PDEHD1GLn9,172.30.0.10,48988,172.30.0.40,80,tcp,http,0 days 00:00:00.001222,360.0,0.0,RSTR,T,T,0.0,ShAfDr,4.0,576.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.423790932,CKEGIb1aSaDyam7zo,172.30.0.10,48992,172.30.0.40,80,tcp,http,0 days 00:00:00.000855,318.0,0.0,RSTR,T,T,0.0,ShAfDr,3.0,482.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.423933983,CxsVb9202WdrVwALjc,172.30.0.10,49008,172.30.0.40,80,tcp,http,0 days 00:00:00.000366,340.0,0.0,RSTR,T,T,0.0,ShAfDr,3.0,504.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.424288034,CxsVb9202WdrVwALjc,172.30.0.10,49008,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 Chrome/124.0 Mobile Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.424638033,CKEGIb1aSaDyam7zo,172.30.0.10,48992,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.424875021,CKNLwf12PDEHD1GLn9,172.30.0.10,48988,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Version/17.0 Mobile Safari/604.1,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.425162077,CgydQ63fZvw58voMK,172.30.0.10,48982,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/124.0 Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.425326109,CMYkus3recxoAQTdRb,172.30.0.10,48974,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 Chrome/124.0 Mobile Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.425472975,ClUlgY2WMhK3y9Nt6k,172.30.0.10,48962,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 Chrome/124.0 Mobile Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.425605059,Cfr5Yv44LecleALhs1,172.30.0.10,48972,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/124.0 Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.425774097,Czf5vI1dyVhIDVfYWd,172.30.0.10,48980,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 Chrome/124.0 Mobile Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.425930023,Cb4jAZUT1ppVTfxBa,172.30.0.10,48954,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 Chrome/124.0 Mobile Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.426068068,CmIVl12AfgyslApysk,172.30.0.10,48950,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 Chrome/124.0 Mobile Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.426301003,CJPP8U2yt4hGuV9TPe,172.30.0.10,49022,172.30.0.40,80,tcp,http,0 days 00:00:00.001255,384.0,0.0,RSTR,T,T,0.0,ShAfDr,3.0,548.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.426438093,CJdIpY3Ol4fuIWySZ6,172.30.0.10,49034,172.30.0.40,80,tcp,http,0 days 00:00:00.001356,345.0,0.0,RSTR,T,T,0.0,ShAfDr,3.0,509.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.426573992,CuAIIx498S92HgQQI,172.30.0.10,49036,172.30.0.40,80,tcp,http,0 days 00:00:00.001713,350.0,0.0,RSTR,T,T,0.0,ShAfDr,3.0,514.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.426713943,CbSXXaxdvr5TEyTI3,172.30.0.10,49044,172.30.0.40,80,tcp,http,0 days 00:00:00.001420,341.0,0.0,RSTR,T,T,0.0,ShAfDr,3.0,505.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.426873922,CAfKH43k4BOHlBvJmh,172.30.0.10,49048,172.30.0.40,80,tcp,http,0 days 00:00:00.001577,326.0,0.0,RSTR,T,T,0.0,ShAfDr,3.0,490.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.427021027,CCT2bY1toBRMSMZuEj,172.30.0.10,49058,172.30.0.40,80,tcp,http,0 days 00:00:00.000943,326.0,0.0,RSTR,T,T,0.0,ShAfDr,3.0,490.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.427545071,CJPP8U2yt4hGuV9TPe,172.30.0.10,49022,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,POST,target_nginx,/rudy,,,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.427788973,CJdIpY3Ol4fuIWySZ6,172.30.0.10,49034,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 Chrome/124.0 Mobile Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.427958965,CCT2bY1toBRMSMZuEj,172.30.0.10,49058,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/124.0 Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.428127050,CbSXXaxdvr5TEyTI3,172.30.0.10,49044,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 Chrome/124.0 Mobile Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.428281069,CuAIIx498S92HgQQI,172.30.0.10,49036,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,,,Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 Chrome/124.0 Mobile Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.428442955,CAfKH43k4BOHlBvJmh,172.30.0.10,49048,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/124.0 Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.440433979,CJ6S1h4oVCfCwMlCE6,172.30.0.10,49060,172.30.0.40,80,tcp,http,0 days 00:00:00.000205,339.0,0.0,RSTR,T,T,0.0,ShADfr,3.0,503.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.440577984,CJ6S1h4oVCfCwMlCE6,172.30.0.10,49060,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/124.0 Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.456722975,C3JrZK2Xt77nEER18c,172.30.0.126,40240,172.30.0.40,80,tcp,,0 days 00:00:00.000085,0.0,1.0,OTH,T,T,0.0,^aAW,1.0,52.0,1.0,52.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:28:47.456728935,Cy0xVk1vHhA0Kmh7Cc,172.30.0.126,40256,172.30.0.40,80,tcp,,0 days 00:00:00.000081,0.0,1.0,OTH,T,T,0.0,^aAW,1.0,52.0,1.0,52.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:28:47.456731081,CtcW6vn8EDNpTVAd4,172.30.0.126,40266,172.30.0.40,80,tcp,,0 days 00:00:00.000081,0.0,1.0,OTH,T,T,0.0,^aAW,1.0,52.0,1.0,52.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:28:47.456773043,CevYxD2e6cr8tl9hme,172.30.0.40,53096,172.30.0.30,8080,tcp,,0 days 00:00:00.000006,0.0,1.0,OTH,T,T,0.0,^aAW,1.0,52.0,1.0,52.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.456779957,Cus6Jw13osSQLdnHb3,172.30.0.40,53194,172.30.0.30,8080,tcp,,0 days 00:00:00.000004,0.0,1.0,OTH,T,T,0.0,^aAW,1.0,52.0,1.0,52.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.456799984,CikeSm13pX43tA8ID3,172.30.0.40,53206,172.30.0.30,8080,tcp,,0 days 00:00:00.000003,0.0,1.0,OTH,T,T,0.0,^aAW,1.0,52.0,1.0,52.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.460730076,C9IAaw1F5kW0q5oiil,172.30.0.126,46804,172.30.0.40,80,tcp,,0 days 00:00:00.000093,0.0,1.0,OTH,T,T,0.0,^aAW,1.0,52.0,1.0,52.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:28:47.460747957,CeR48t2dgnOCuWIH85,172.30.0.126,40228,172.30.0.40,80,tcp,,0 days 00:00:00.000082,0.0,1.0,OTH,T,T,0.0,^aAW,1.0,52.0,1.0,52.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:28:47.460753918,C4w9AN1JrjfZUUnvuj,172.30.0.126,40230,172.30.0.40,80,tcp,,0 days 00:00:00.000079,0.0,1.0,OTH,T,T,0.0,^aAW,1.0,52.0,1.0,52.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,slowread,1
2026-05-16 14:28:47.460798025,CFcYsf1m3uR3G0FZxf,172.30.0.40,53494,172.30.0.30,8080,tcp,,0 days 00:00:00.000003,0.0,1.0,OTH,T,T,0.0,^aAW,1.0,52.0,1.0,52.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.460802078,C4e59e17mBPR8yf64a,172.30.0.40,53518,172.30.0.30,8080,tcp,,0 days 00:00:00.000002,0.0,1.0,OTH,T,T,0.0,^aAW,1.0,52.0,1.0,52.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.460807085,C3FNqy4mpBNpScujy3,172.30.0.40,47366,172.30.0.30,8080,tcp,,0 days 00:00:00.000003,0.0,1.0,OTH,T,T,0.0,^aAW,1.0,52.0,1.0,52.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.610858917,CvG5z41IlNPKJBMji1,172.30.0.10,49072,172.30.0.40,80,tcp,http,0 days 00:00:00.000158,1700.0,0.0,RSTR,T,T,0.0,ShADar,4.0,1916.0,4.0,216.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.610961914,CvG5z41IlNPKJBMji1,172.30.0.10,49072,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,POST,target_nginx,/rudy,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/124.0 Safari/537.36,,1290.0,0.0,,,,,(empty),,,,FeS5aq2tsZn72gHZMf,,text/plain,,,,normal,0
2026-05-16 14:28:47.682843924,Cat9vQ9ATTeZql6uk,172.30.0.10,49076,172.30.0.40,80,tcp,http,0 days 00:00:00.000140,313.0,0.0,RSTR,T,T,0.0,ShAfDr,3.0,477.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.682976961,Cat9vQ9ATTeZql6uk,172.30.0.10,49076,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.800964117,CMSoAt3tUOSY6yRlg7,172.30.0.10,49080,172.30.0.40,80,tcp,http,0 days 00:00:00.000147,359.0,0.0,RSTR,T,T,0.0,ShAfDr,3.0,523.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.801088095,CMSoAt3tUOSY6yRlg7,172.30.0.10,49080,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/download,,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Version/17.0 Mobile Safari/604.1,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.842937946,ClUNoK1LFAWD5bW1Oi,172.30.0.10,49090,172.30.0.40,80,tcp,http,0 days 00:00:00.000146,313.0,0.0,RSTR,T,T,0.0,ShAfDr,3.0,477.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.843063116,ClUNoK1LFAWD5bW1Oi,172.30.0.10,49090,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.870917082,CSSncN2oChkuueFy7c,172.30.0.10,49092,172.30.0.40,80,tcp,http,0 days 00:00:00.000160,341.0,0.0,RSTR,T,T,0.0,ShAfDr,3.0,505.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.871062040,CSSncN2oChkuueFy7c,172.30.0.10,49092,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 Chrome/124.0 Mobile Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:47.894833088,CzvXuZ1MzxykB1lWZi,172.30.0.10,49108,172.30.0.40,80,tcp,http,0 days 00:00:00.000144,340.0,0.0,RSTR,T,T,0.0,ShAfDr,3.0,504.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:47.894968033,CzvXuZ1MzxykB1lWZi,172.30.0.10,49108,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/124.0 Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:48.021723986,CEhho81ggCkHxrMdbi,172.30.0.10,49120,172.30.0.40,80,tcp,http,0 days 00:00:00.000179,323.0,0.0,RSTR,T,T,0.0,ShAfDr,3.0,487.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:48.021883011,CEhho81ggCkHxrMdbi,172.30.0.10,49120,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:48.022499084,CIO7E81Cu6YPwJRK94,172.30.0.10,49130,172.30.0.40,80,tcp,http,0 days 00:00:00.000153,2129.0,0.0,RSTR,T,T,0.0,ShAfDrr,4.0,2345.0,4.0,192.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:48.022622108,CIO7E81Cu6YPwJRK94,172.30.0.10,49130,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,POST,target_nginx,/rudy,,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Version/17.0 Mobile Safari/604.1,,1706.0,0.0,,,,,(empty),,,,F3F0Gro1wa3rnqPDh,,text/plain,,,,normal,0
2026-05-16 14:28:48.049839020,CECQ8h3dv9Z7dGfau,172.30.0.10,49144,172.30.0.40,80,tcp,http,0 days 00:00:00.000158,309.0,0.0,RSTR,T,T,0.0,ShADar,3.0,473.0,3.0,164.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:48.049978971,CECQ8h3dv9Z7dGfau,172.30.0.10,49144,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:48.055109978,ClLQSy155H3hC0HdM7,172.30.0.10,49158,172.30.0.40,80,tcp,http,0 days 00:00:00.000146,360.0,0.0,RSTR,T,T,0.0,ShAfDr,3.0,524.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:48.055238008,ClLQSy155H3hC0HdM7,172.30.0.10,49158,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Version/17.0 Mobile Safari/604.1,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:48.259243965,CgSo8a4pptNOXUmNw5,172.30.0.10,49168,172.30.0.40,80,tcp,http,0 days 00:00:00.000197,361.0,0.0,RSTR,T,T,0.0,ShADar,3.0,525.0,3.0,164.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:48.259393930,CgSo8a4pptNOXUmNw5,172.30.0.10,49168,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Version/17.0 Mobile Safari/604.1,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:48.316006899,CB8o1zDgd1yWgh87c,172.30.0.10,49170,172.30.0.40,80,tcp,http,0 days 00:00:00.000160,835.0,0.0,RSTR,T,T,0.0,ShAfDrr,4.0,1051.0,4.0,192.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:48.316148996,CB8o1zDgd1yWgh87c,172.30.0.10,49170,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,POST,target_nginx,/rudy,,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Version/17.0 Mobile Safari/604.1,,405.0,0.0,,,,,(empty),,,,FqQvRg4Ab4jGcoywec,,text/plain,,,,normal,0
2026-05-16 14:28:48.329195023,CXHNzK1ThXw59ks3sk,172.30.0.10,49186,172.30.0.40,80,tcp,http,0 days 00:00:00.000225,365.0,0.0,RSTR,T,T,0.0,ShADar,3.0,529.0,3.0,164.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:48.329353094,CXHNzK1ThXw59ks3sk,172.30.0.10,49186,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/slow-read,,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Version/17.0 Mobile Safari/604.1,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:48.365087986,CMg6pH1cl5eIUP6C66,172.30.0.10,49198,172.30.0.40,80,tcp,http,0 days 00:00:00.000186,340.0,0.0,RSTR,T,T,0.0,ShADar,3.0,504.0,3.0,164.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
2026-05-16 14:28:48.365257978,CMg6pH1cl5eIUP6C66,172.30.0.10,49198,172.30.0.40,80,,,,,,,,,,,,,,,,,1.0,GET,target_nginx,/,,,Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 Chrome/124.0 Mobile Safari/537.36,,0.0,0.0,,,,,(empty),,,,,,,,,,normal,0
2026-05-16 14:28:48.376193047,CnA8ry3A3cHNxsIxQh,172.30.0.10,49200,172.30.0.40,80,tcp,http,0 days 00:00:00.000205,419.0,0.0,RSTR,T,T,0.0,ShAfDr,3.0,583.0,3.0,152.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,normal,0
