ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto,trans_depth,method,host,uri,referrer,version,user_agent,origin,request_body_len,response_body_len,status_code,status_msg,info_code,info_msg,tags,username,password,proxied,orig_fuids,orig_filenames,orig_mime_types,resp_fuids,resp_filenames,resp_mime_types
2026-05-07 17:25:23.900489092,C0hUAs1LgCVyWki5Xi,172.30.0.10,57682,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/download,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:23.989876032,CTSBS81mGQXi3J1dG4,172.30.0.10,57686,172.30.0.40,80,tcp,http,0 days 00:00:00.000210,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:23.989988089,CTSBS81mGQXi3J1dG4,172.30.0.10,57686,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.000868082,CmrRvu1cRebJXSGg29,172.30.0.10,57702,172.30.0.40,80,tcp,http,0 days 00:00:00.000195,155,0,RSTR,T,T,0,ShADar,3,319,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.000988960,CmrRvu1cRebJXSGg29,172.30.0.10,57702,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/download,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.050409079,CLYqK34RAZ9pEILJB5,172.30.0.87,51116,172.30.0.40,80,tcp,http,0 days 00:00:00.000183,487,0,RSTR,T,T,0,ShADar,3,651,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.050554991,CLYqK34RAZ9pEILJB5,172.30.0.87,51116,172.30.0.40,80,,,,,,,,,,,,,,,,,1,POST,target_nginx,/rudy,TESTING_PURPOSES_ONLY,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,7,0,,,,,(empty),,,,FpwJVF3WyfhLIDkVra,,,,,
2026-05-07 17:25:24.081414938,CUFZA81Ir1SqFK0Qq2,172.30.0.10,57718,172.30.0.40,80,tcp,http,0 days 00:00:00.000219,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.081553936,CUFZA81Ir1SqFK0Qq2,172.30.0.10,57718,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.110575914,CpLjpPNc1oCw2AH1k,172.30.0.10,57728,172.30.0.40,80,tcp,http,0 days 00:00:00.000194,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.110707998,CpLjpPNc1oCw2AH1k,172.30.0.10,57728,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.127418041,C4aXbf4UcEzdXhXjPk,172.30.0.10,57736,172.30.0.40,80,tcp,http,0 days 00:00:00.000191,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.127566098,C4aXbf4UcEzdXhXjPk,172.30.0.10,57736,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.146949053,CxIoKt3OHBiD7QdZZb,172.30.0.10,57742,172.30.0.40,80,tcp,http,0 days 00:00:00.000140,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.147058964,CxIoKt3OHBiD7QdZZb,172.30.0.10,57742,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.160547972,Cfxh1m1Iw8hDAq0JE6,172.30.0.73,49120,172.30.0.40,80,tcp,http,0 days 00:00:00.000146,281,0,RSTR,T,T,0,ShADar,3,445,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.160677910,Cfxh1m1Iw8hDAq0JE6,172.30.0.73,49120,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/rudy,TESTING_PURPOSES_ONLY,,"Opera/9.80 (Macintosh; Intel Mac OS X 10.7.0; U; Edition MacAppStore; en) Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/534.34 (KHTML,like Gecko) PhantomJS/1.9.0 (development) Safari/534.34",,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.165209055,ChDc84ciOJ0DT0Ob4,172.30.0.10,57758,172.30.0.40,80,tcp,http,0 days 00:00:00.000160,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.165308952,ChDc84ciOJ0DT0Ob4,172.30.0.10,57758,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.204925060,CiBFno4Pbhj05rijLl,172.30.0.10,57768,172.30.0.40,80,tcp,http,0 days 00:00:00.000124,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.205034971,CiBFno4Pbhj05rijLl,172.30.0.10,57768,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.209700108,Cq0HfD3JQc9T271D73,172.30.0.10,57774,172.30.0.40,80,tcp,http,0 days 00:00:00.000176,513,0,RSTR,T,T,0,ShADar,4,729,4,216,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.209819078,Cq0HfD3JQc9T271D73,172.30.0.10,57774,172.30.0.40,80,,,,,,,,,,,,,,,,,1,POST,target_nginx,/rudy,,,python-requests/2.33.1,,291,0,,,,,(empty),,,,F85uRi1g71rweMgon8,,text/plain,,,
2026-05-07 17:25:24.252924919,CtZCpB4jAdg7WoT5Ei,172.30.0.10,57782,172.30.0.40,80,tcp,http,0 days 00:00:00.000262,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.253043890,CtZCpB4jAdg7WoT5Ei,172.30.0.10,57782,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.290035963,CAPDsE4l0m9lYycaNd,172.30.0.10,57794,172.30.0.40,80,tcp,http,0 days 00:00:00.000183,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.290152073,CAPDsE4l0m9lYycaNd,172.30.0.10,57794,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.292069912,Cf31nI3erzhjoxhAHf,172.30.0.10,57802,172.30.0.40,80,tcp,http,0 days 00:00:00.000168,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.292222977,Cf31nI3erzhjoxhAHf,172.30.0.10,57802,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.384253025,ClhoQe3ovBWTNPnC3h,172.30.0.87,51124,172.30.0.40,80,tcp,http,0 days 00:00:00.000236,487,0,RSTR,T,T,0,ShADar,3,651,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.384373903,ClhoQe3ovBWTNPnC3h,172.30.0.87,51124,172.30.0.40,80,,,,,,,,,,,,,,,,,1,POST,target_nginx,/rudy,TESTING_PURPOSES_ONLY,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,7,0,,,,,(empty),,,,FieFUE2NzT6IQtQot7,,,,,
2026-05-07 17:25:24.412606001,COOJBZmz9ABpGbye,172.30.0.10,57806,172.30.0.40,80,tcp,http,0 days 00:00:00.000223,155,0,RSTR,T,T,0,ShADar,3,319,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.412767887,COOJBZmz9ABpGbye,172.30.0.10,57806,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/download,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.436798096,CTEERa3I5c9gRpYqP8,172.30.0.10,57820,172.30.0.40,80,tcp,http,0 days 00:00:00.000170,147,0,RSTR,T,T,0,ShADfr,3,311,3,152,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.436920881,CTEERa3I5c9gRpYqP8,172.30.0.10,57820,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.494326115,C8KIMp2I5hP8hNQRK4,172.30.0.73,49134,172.30.0.40,80,tcp,http,0 days 00:00:00.000182,281,0,RSTR,T,T,0,ShADar,3,445,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.494466066,C8KIMp2I5hP8hNQRK4,172.30.0.73,49134,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/rudy,TESTING_PURPOSES_ONLY,,"Opera/9.80 (Macintosh; Intel Mac OS X 10.7.0; U; Edition MacAppStore; en) Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/534.34 (KHTML,like Gecko) PhantomJS/1.9.0 (development) Safari/534.34",,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.499733925,CQyRem4mCksA5jeflg,172.30.0.10,57824,172.30.0.40,80,tcp,http,0 days 00:00:00.000129999,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.499845982,CQyRem4mCksA5jeflg,172.30.0.10,57824,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.508730888,C3MFXXmGoTNhQUx95,172.30.0.10,57830,172.30.0.40,80,tcp,http,0 days 00:00:00.000135,494,0,RSTR,T,T,0,ShADar,4,710,4,204,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.508841038,C3MFXXmGoTNhQUx95,172.30.0.10,57830,172.30.0.40,80,,,,,,,,,,,,,,,,,1,POST,target_nginx,/rudy,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.544262886,CiVK293CrciqFN7Psc,172.30.0.10,57840,172.30.0.40,80,tcp,http,0 days 00:00:00.000201,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.544384003,CiVK293CrciqFN7Psc,172.30.0.10,57840,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.587213039,CX13bk1RCCPNfPAqe9,172.30.0.10,57854,172.30.0.40,80,tcp,http,0 days 00:00:00.000187,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.587366104,CX13bk1RCCPNfPAqe9,172.30.0.10,57854,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.638109922,CCZDjC3z6CaOmUpaHi,172.30.0.10,57868,172.30.0.40,80,tcp,http,0 days 00:00:00.000232,495,0,RSTR,T,T,0,ShADar,4,711,4,216,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.638269901,CCZDjC3z6CaOmUpaHi,172.30.0.10,57868,172.30.0.40,80,,,,,,,,,,,,,,,,,1,POST,target_nginx,/rudy,,,python-requests/2.33.1,,273,0,,,,,(empty),,,,F1sTTa3eQkACEqmIMg,,text/plain,,,
2026-05-07 17:25:24.683250904,C7f4iF2CfFCiEJvKc8,172.30.0.10,57876,172.30.0.40,80,tcp,http,0 days 00:00:00.000199,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.683378935,C7f4iF2CfFCiEJvKc8,172.30.0.10,57876,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.717967033,CeeEUk2tWg2wr36oOf,172.30.0.87,51136,172.30.0.40,80,tcp,http,0 days 00:00:00.000203,487,0,RSTR,T,T,0,ShADar,3,651,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.718086958,CeeEUk2tWg2wr36oOf,172.30.0.87,51136,172.30.0.40,80,,,,,,,,,,,,,,,,,1,POST,target_nginx,/rudy,TESTING_PURPOSES_ONLY,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,7,0,,,,,(empty),,,,FuEhnJ2nxiz53XUILl,,,,,
2026-05-07 17:25:24.770690918,CyqutH3EYBpFV6saMi,172.30.0.10,57886,172.30.0.40,80,tcp,http,0 days 00:00:00.000176,354,0,RSTR,T,T,0,ShADar,4,570,4,216,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.770827055,CyqutH3EYBpFV6saMi,172.30.0.10,57886,172.30.0.40,80,,,,,,,,,,,,,,,,,1,POST,target_nginx,/rudy,,,python-requests/2.33.1,,132,0,,,,,(empty),,,,FzBalTaGurB6Ipxfb,,text/plain,,,
2026-05-07 17:25:24.819957972,C425531xCQUtdEtYfj,172.30.0.10,57894,172.30.0.40,80,tcp,http,0 days 00:00:00.000148,240,0,RSTR,T,T,0,ShADar,4,456,4,216,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.820074081,C425531xCQUtdEtYfj,172.30.0.10,57894,172.30.0.40,80,,,,,,,,,,,,,,,,,1,POST,target_nginx,/rudy,,,python-requests/2.33.1,,19,0,,,,,(empty),,,,FD1Al63RjQqialLkkc,,text/plain,,,
2026-05-07 17:25:24.828027964,CSvTx927LXY7nyjDRb,172.30.0.73,49136,172.30.0.40,80,tcp,http,0 days 00:00:00.000214,281,0,RSTR,T,T,0,ShAfDr,3,445,3,152,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.828233004,CSvTx927LXY7nyjDRb,172.30.0.73,49136,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/rudy,TESTING_PURPOSES_ONLY,,"Opera/9.80 (Macintosh; Intel Mac OS X 10.7.0; U; Edition MacAppStore; en) Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/534.34 (KHTML,like Gecko) PhantomJS/1.9.0 (development) Safari/534.34",,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.966377974,C6bt9J35aTGVE29nY,172.30.0.10,57904,172.30.0.40,80,tcp,http,0 days 00:00:00.000213,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.966490984,C6bt9J35aTGVE29nY,172.30.0.10,57904,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:24.997622967,CPfibh2Tf4FXjq6o5k,172.30.0.10,57910,172.30.0.40,80,tcp,http,0 days 00:00:00.000212,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:24.997733116,CPfibh2Tf4FXjq6o5k,172.30.0.10,57910,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:25.051810980,CXcI7a4s1ti4Sa0oJ6,172.30.0.87,51148,172.30.0.40,80,tcp,http,0 days 00:00:00.000212,487,0,RSTR,T,T,0,ShADar,3,651,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.051971912,CXcI7a4s1ti4Sa0oJ6,172.30.0.87,51148,172.30.0.40,80,,,,,,,,,,,,,,,,,1,POST,target_nginx,/rudy,TESTING_PURPOSES_ONLY,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,7,0,,,,,(empty),,,,FY3LWpfy98eqUwdVe,,,,,
2026-05-07 17:25:25.063824891,Cu7pJj4IkvHZ3RoBQa,172.30.0.10,57916,172.30.0.40,80,tcp,http,0 days 00:00:00.000237,455,0,RSTR,T,T,0,ShADar,4,671,4,216,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.063926935,Cu7pJj4IkvHZ3RoBQa,172.30.0.10,57916,172.30.0.40,80,,,,,,,,,,,,,,,,,1,POST,target_nginx,/rudy,,,python-requests/2.33.1,,233,0,,,,,(empty),,,,FsfRjF2MUUQFaAci8k,,text/plain,,,
2026-05-07 17:25:25.079818010,CD0P844GGYvX5PfqH8,172.30.0.10,57924,172.30.0.40,80,tcp,http,0 days 00:00:00.000118,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.079922915,CD0P844GGYvX5PfqH8,172.30.0.10,57924,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:25.109864950,CVXgY34wAQxur4KYGj,172.30.0.10,57938,172.30.0.40,80,tcp,http,0 days 00:00:00.000196,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.109982014,CVXgY34wAQxur4KYGj,172.30.0.10,57938,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:25.115942001,CAqjko1epSlHkLlwy4,172.30.0.10,57952,172.30.0.40,80,tcp,http,0 days 00:00:00.000140,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.116065979,CAqjko1epSlHkLlwy4,172.30.0.10,57952,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:25.161891937,Cou4r81Dw0FeEw7hN,172.30.0.73,49152,172.30.0.40,80,tcp,http,0 days 00:00:00.000295,281,0,RSTR,T,T,0,ShADar,3,445,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.162024021,Cou4r81Dw0FeEw7hN,172.30.0.73,49152,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/rudy,TESTING_PURPOSES_ONLY,,"Opera/9.80 (Macintosh; Intel Mac OS X 10.7.0; U; Edition MacAppStore; en) Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/534.34 (KHTML,like Gecko) PhantomJS/1.9.0 (development) Safari/534.34",,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:25.174384117,CjiNEL2KnPN9ENC6h8,172.30.0.141,59506,172.30.0.40,80,tcp,http,0 days 00:00:00.000217,327,0,RSTR,T,T,0,ShAfDr,3,491,3,152,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.174592018,CjiNEL2KnPN9ENC6h8,172.30.0.141,59506,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/rudy,TESTING_PURPOSES_ONLY,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:25.191320896,CvHjqy1o79VtMWMY5,172.30.0.10,57954,172.30.0.40,80,tcp,http,0 days 00:00:00.000157,147,0,RSTR,T,T,0,ShADfr,3,311,3,152,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.191431046,CvHjqy1o79VtMWMY5,172.30.0.10,57954,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:25.223773003,CALye53VfoOEeZ0ZPc,172.30.0.10,57970,172.30.0.40,80,tcp,http,0 days 00:00:00.000127,283,0,RSTR,T,T,0,ShADar,4,499,4,204,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.223877907,CALye53VfoOEeZ0ZPc,172.30.0.10,57970,172.30.0.40,80,,,,,,,,,,,,,,,,,1,POST,target_nginx,/rudy,,,python-requests/2.33.1,,62,0,,,,,(empty),,,,FQXtqTz2AP22j6Xc,,text/plain,,,
2026-05-07 17:25:25.291451931,CYgsAy2uYe2xrolreh,172.30.0.10,57984,172.30.0.40,80,tcp,http,0 days 00:00:00.000269,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.291563034,CYgsAy2uYe2xrolreh,172.30.0.10,57984,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:25.293495893,Cg1Rvg2UtPpWAIPu03,172.30.0.10,57998,172.30.0.40,80,tcp,http,0 days 00:00:00.000165,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.293586969,Cg1Rvg2UtPpWAIPu03,172.30.0.10,57998,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:25.329839945,CGgiYv3qIV4oo3ixnf,172.30.0.10,58010,172.30.0.40,80,tcp,http,0 days 00:00:00.000208,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.329948902,CGgiYv3qIV4oo3ixnf,172.30.0.10,58010,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:25.348933935,CNBNa53ff039hGM0Jl,172.30.0.10,58016,172.30.0.40,80,tcp,http,0 days 00:00:00.000179,155,0,RSTR,T,T,0,ShADar,3,319,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.349050045,CNBNa53ff039hGM0Jl,172.30.0.10,58016,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/download,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:25.364330053,CvTbrX1LsipoSnL4gl,172.30.0.10,58020,172.30.0.40,80,tcp,http,0 days 00:00:00.000169,463,0,RSTR,T,T,0,ShAfDrr,4,679,4,192,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.364470005,CvTbrX1LsipoSnL4gl,172.30.0.10,58020,172.30.0.40,80,,,,,,,,,,,,,,,,,1,POST,target_nginx,/rudy,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:25.379183054,CTdoLC2ZOo7QGfnU53,172.30.0.10,58022,172.30.0.40,80,tcp,http,0 days 00:00:00.000133,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.379296064,CTdoLC2ZOo7QGfnU53,172.30.0.10,58022,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:25.385490894,C30Y7L2YtONWw1UsTe,172.30.0.87,51164,172.30.0.40,80,tcp,http,0 days 00:00:00.000135,487,0,RSTR,T,T,0,ShADar,3,651,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.385567904,C30Y7L2YtONWw1UsTe,172.30.0.87,51164,172.30.0.40,80,,,,,,,,,,,,,,,,,1,POST,target_nginx,/rudy,TESTING_PURPOSES_ONLY,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",,7,0,,,,,(empty),,,,F9iJPt4fo70Bvg6WW4,,,,,
2026-05-07 17:25:25.441605091,C9aKTj10g3YgjItKid,172.30.0.10,58032,172.30.0.40,80,tcp,http,0 days 00:00:00.000159,147,0,RSTR,T,T,0,ShADar,3,311,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 17:25:25.441745996,C9aKTj10g3YgjItKid,172.30.0.10,58032,172.30.0.40,80,,,,,,,,,,,,,,,,,1,GET,target_nginx,/,,,python-requests/2.33.1,,0,0,,,,,(empty),,,,,,,,,
2026-05-07 17:25:25.495549917,C5HgE14wSj5GwgpYo3,172.30.0.73,49160,172.30.0.40,80,tcp,http,0 days 00:00:00.000219,281,0,RSTR,T,T,0,ShADar,3,445,3,164,,6,,,,,,,,,,,,,,,,,,,,,,,,
